index,source,target,protocol,count
685,internal,10.59.216.183,http,1
685,10.59.174.62,10.59.174.170,http_proxy,25
685,10.59.174.194,internal,ssh,12
685,10.59.216.225,outeral,ssl,1
685,10.59.126.187,outeral,http,2
685,internal,10.59.223.158,http,2
685,10.59.216.92,outeral,ssl,1
685,internal,10.59.81.143,ssl,1
685,10.59.216.233,outeral,ssl,1
685,10.59.137.72,outeral,http,3
685,10.59.137.82,internal,ssh,2
685,10.59.126.110,outeral,http,2
685,10.59.207.16,outeral,http,1
685,10.59.126.82,outeral,http,2
685,10.59.43.214,outeral,http,1
685,10.59.223.66,10.59.223.26,unknown,10
685,10.59.223.66,10.59.223.26,http,139
685,10.59.223.68,10.59.223.86,unknown,1
685,10.59.212.16,internal,http,37
685,10.59.21.10,outeral,http,182
685,10.59.81.213,outeral,http,1
685,10.59.223.12,internal,unknown,2
685,10.59.253.157,10.59.20.51,http,1
685,10.59.207.110,outeral,ssh,1
685,10.59.223.85,10.59.137.214,unknown,1
685,10.59.166.177,outeral,unknown,2
685,10.59.253.123,outeral,dns,2
685,10.59.216.8,outeral,ssl,2
685,10.59.174.187,outeral,http,7
685,internal,10.59.253.128,http,1
685,internal,10.59.253.170,unknown,11
685,internal,10.59.253.170,http_proxy,48
685,internal,10.59.253.170,http_connect,23
685,10.59.253.121,10.59.20.51,http,1
685,10.59.174.170,internal,http_proxy,18
685,internal,10.59.253.122,http,1
685,internal,10.59.223.137,http,1
685,10.59.181.247,outeral,http,1
685,internal,10.59.253.58,ssl,66
685,internal,10.59.253.58,unknown,2
685,10.59.45.245,internal,http,307
685,10.59.223.85,internal,unknown,15
685,10.59.223.85,internal,http,383
685,10.59.45.122,internal,http,8
685,10.59.216.166,outeral,ssl,1
685,10.59.45.245,10.59.45.180,http_proxy,348
685,10.59.45.245,10.59.45.180,http_connect,1
685,10.59.174.62,10.59.174.187,http_proxy,32
685,10.59.174.177,internal,http_proxy,15
685,internal,10.59.126.85,ftp_data,14
685,internal,10.59.126.85,ftp_control,20
685,internal,10.59.81.213,unknown,2
685,internal,10.59.81.213,http_proxy,9
685,internal,10.59.81.213,http,357
685,internal,10.59.223.31,http,98
685,internal,10.59.240.45,unknown,6
685,10.59.253.121,10.59.20.39,http,1
685,10.59.216.185,outeral,ssl,1
685,10.59.174.14,internal,http_proxy,20
685,10.59.174.245,10.59.174.187,http_proxy,51
685,10.59.174.29,internal,http_proxy,144
685,10.59.174.29,internal,ssh,2
685,10.59.216.128,outeral,ssl,1
685,10.59.53.194,outeral,http,1
685,10.59.137.72,10.59.137.255,mysql,17
685,10.59.174.29,10.59.174.187,http_proxy,40
685,10.59.179.124,internal,unknown,358
685,10.59.179.124,internal,http,69
685,10.59.179.124,internal,mysql,33
685,10.59.229.15,outeral,http,1
685,10.59.174.45,internal,http_proxy,16
685,10.59.181.227,outeral,http,1
685,internal,10.59.137.72,http,1
685,10.59.179.51,internal,unknown,1
685,10.59.212.201,outeral,unknown,3
685,10.59.212.201,outeral,http,10
685,10.59.174.123,internal,http_proxy,19
685,internal,10.59.88.121,unknown,234
685,10.59.148.187,outeral,unknown,1
685,10.59.148.45,internal,unknown,1
685,10.59.45.65,10.59.58.228,ssl,2
686,internal,10.59.81.227,ssl,32
686,internal,10.59.81.227,http,4
686,10.59.223.66,internal,http,23
686,10.59.223.66,internal,ssh,1
686,internal,10.59.56.221,ssl,2
686,internal,10.59.231.90,ssl,1
686,10.59.223.66,10.59.223.231,http,1
686,10.59.174.16,internal,http_proxy,22
686,internal,10.59.229.220,http,4
686,10.59.174.245,10.59.174.170,http_proxy,22
686,10.59.126.30,outeral,http,3
686,10.59.223.247,10.59.223.86,unknown,1
686,10.59.174.2,internal,http_proxy,19
686,10.59.223.45,internal,unknown,1
686,10.59.223.45,internal,ssh,8
686,internal,10.59.137.192,http,1
686,internal,10.59.216.254,kerberos,19
686,internal,10.59.216.254,unknown,10
686,internal,10.59.216.254,dce_rpc,2
686,internal,10.59.216.254,dns,5
686,internal,10.59.216.254,ldap,11
686,internal,10.59.216.254,smb,8
686,10.59.137.72,internal,http,206
686,10.59.216.206,outeral,ssl,1
686,10.59.126.124,outeral,unknown,1
686,10.59.126.124,outeral,http_proxy,1
686,10.59.126.124,outeral,http,26
686,10.59.207.45,internal,ssh,2
686,10.59.212.181,outeral,http,143
686,10.59.216.234,internal,mysql,1
686,10.59.174.13,internal,http_proxy,23
686,10.59.253.157,10.59.20.191,ssl,1
686,10.59.45.43,10.59.207.218,http,51
686,10.59.223.216,10.59.253.170,http_proxy,1
686,10.59.174.220,internal,http_proxy,27
686,10.59.45.98,10.59.207.218,mysql,1
686,10.59.137.78,internal,mysql,33
686,10.59.137.140,outeral,http,1
686,10.59.216.147,internal,mysql,1
686,10.59.174.62,10.59.174.4,http,50
686,10.59.223.66,outeral,http,18
686,10.59.174.157,internal,http_proxy,22
686,internal,10.59.180.7,mysql,3
686,10.59.36.162,outeral,http,2
686,10.59.223.186,10.59.137.117,mysql,1
686,10.59.216.204,outeral,ssl,1
686,10.59.174.143,10.59.174.62,unknown,1
686,10.59.174.143,10.59.174.62,http,69
686,10.59.216.48,outeral,ssl,1
686,10.59.207.13,outeral,http,1
686,10.59.45.139,internal,ssh,1
686,10.59.45.221,outeral,http_proxy,33
686,10.59.174.81,10.59.174.143,http_proxy,8
686,10.59.174.4,internal,http_proxy,23
686,internal,10.59.43.121,unknown,2
686,internal,10.59.43.121,http,4
686,10.59.126.75,outeral,unknown,39
686,10.59.126.75,outeral,http,59
686,10.59.212.2,outeral,http,11
686,10.59.137.72,outeral,http,1
686,internal,10.59.253.115,unknown,1
686,internal,10.59.253.115,http,1
686,10.59.223.66,10.59.223.19,http,3
686,10.59.174.201,internal,http_proxy,20
686,10.59.212.201,10.59.34.15,ftp_control,26
686,10.59.223.66,10.59.223.26,unknown,6
686,10.59.223.66,10.59.223.26,http,160
686,10.59.174.115,internal,http_proxy,13
686,10.59.216.139,10.59.216.184,http,1
686,10.59.21.10,internal,ssl,2
686,10.59.21.10,internal,http,83
686,10.59.21.10,internal,mysql,1
686,10.59.181.218,outeral,http,1
686,internal,10.59.137.131,http,1
686,10.59.207.157,outeral,http,204
686,10.59.21.10,10.59.137.72,http,1
686,10.59.137.150,outeral,http,1
686,10.59.22.149,outeral,whois-das,4
686,10.59.22.149,outeral,http,1
686,internal,10.59.223.66,unknown,4
686,internal,10.59.223.66,http,79
686,internal,10.59.88.194,ssl,2
686,10.59.137.72,10.59.223.116,http,1
686,10.59.216.48,internal,mysql,1
686,10.59.174.29,10.59.174.143,http_proxy,9
686,10.59.174.187,internal,http_proxy,20
686,10.59.174.62,10.59.174.143,http_proxy,11
686,10.59.43.118,outeral,unknown,10
686,10.59.43.118,outeral,http,26
686,internal,10.59.45.217,unknown,1
686,internal,10.59.45.217,http,1
686,10.59.179.30,outeral,http,1
686,10.59.253.121,10.59.20.92,ssl,1
686,10.59.212.16,outeral,http,30
686,internal,10.59.58.157,http,1
686,internal,10.59.58.157,ssh,1
686,internal,10.59.126.199,unknown,1
686,internal,10.59.126.199,http,7
686,10.59.174.62,internal,http_proxy,127
686,internal,10.59.148.126,ssl,5
686,10.59.45.166,10.59.45.122,mysql,1
686,10.59.179.124,outeral,ssl,32
686,10.59.179.124,outeral,mysql,12
686,10.59.179.124,outeral,http,150
686,10.59.179.124,outeral,unknown,109
686,10.59.174.126,internal,http_proxy,20
686,10.59.174.118,internal,http_proxy,20
686,internal,10.59.223.172,unknown,1
686,internal,10.59.223.172,http,5
686,internal,10.59.223.72,http,1
686,internal,10.59.174.62,http,2
686,10.59.126.82,outeral,http,1
686,10.59.174.81,internal,http_proxy,137
686,internal,10.59.137.237,http,18
686,10.59.174.227,internal,http_proxy,16
686,10.59.253.121,10.59.20.136,http,1
686,10.59.212.201,10.59.22.82,http,2
686,10.59.212.201,10.59.22.82,ftp_control,86
686,10.59.174.110,internal,http_proxy,23
686,10.59.34.123,10.59.88.121,ssl,4
686,10.59.34.123,10.59.88.121,unknown,2
686,internal,10.59.137.52,http,2
686,10.59.255.220,internal,mysql,5
686,10.59.253.121,10.59.20.203,ssl,1
686,10.59.216.8,internal,unknown,1
686,internal,10.59.137.82,http,3
686,internal,10.59.253.157,unknown,1
686,internal,10.59.253.157,dce_rpc,28
686,internal,10.59.253.157,smb,37
686,internal,10.59.81.129,unknown,1
686,internal,10.59.253.170,unknown,10
686,internal,10.59.253.170,http_proxy,68
686,internal,10.59.253.170,http_connect,27
686,10.59.137.151,internal,http,7
686,10.59.253.121,10.59.20.74,ssl,2
686,10.59.174.121,internal,http_proxy,19
686,10.59.216.181,outeral,ssl,1
686,10.59.174.218,internal,http_proxy,34
686,internal,10.59.207.45,ssh,1
686,10.59.174.75,internal,http_proxy,12
686,internal,10.59.253.42,http,7
686,10.59.36.81,outeral,http,1
686,internal,10.59.253.48,http,92
686,10.59.146.157,internal,http_proxy,17
686,10.59.174.245,internal,http_proxy,141
686,internal,10.59.223.221,http,2
686,internal,10.59.223.45,http,6
686,internal,10.59.223.186,http,4
686,internal,10.59.223.186,mysql,5
686,10.59.174.29,outeral,http_proxy,16
686,10.59.212.44,outeral,http,139
686,10.59.223.133,outeral,unknown,1
686,10.59.253.157,10.59.20.74,http,1
686,10.59.207.218,internal,unknown,2
686,10.59.207.218,internal,ssh,1
686,internal,10.59.81.153,smb,9
686,10.59.223.168,10.59.253.218,http,1
686,10.59.174.29,10.59.174.170,http_proxy,30
686,10.59.174.245,10.59.174.143,http_proxy,16
686,10.59.174.224,internal,http_proxy,23
686,10.59.45.141,10.59.45.122,mysql,3
686,internal,10.59.45.139,http,2
686,10.59.20.203,10.59.253.157,ssl,1
686,10.59.137.187,10.59.223.66,http,1
686,10.59.137.187,10.59.223.66,mysql,2
686,10.59.174.143,internal,http_proxy,23
686,10.59.223.186,10.59.137.76,redis,1
686,internal,10.59.253.30,http,75
686,10.59.174.228,internal,http_proxy,17
686,10.59.181.107,outeral,http,1
686,10.59.137.191,internal,http,1
686,internal,10.59.255.110,http,1471
686,10.59.45.188,internal,redis,1
686,10.59.207.16,internal,http,1
686,internal,10.59.216.183,http,1
686,10.59.174.62,10.59.174.170,http_proxy,15
686,10.59.174.194,internal,unknown,1
686,10.59.174.194,internal,ssh,10
686,internal,10.59.58.228,ssl,1
686,10.59.81.75,internal,ldap,1
686,internal,10.59.81.143,ssl,1
686,10.59.137.86,internal,unknown,1
686,10.59.223.172,internal,ssh,2
686,internal,10.59.180.13,ssl,11
686,10.59.216.239,internal,unknown,1
686,10.59.174.62,outeral,http,2
686,10.59.207.16,outeral,http,47
686,10.59.56.86,outeral,http,1
686,10.59.45.141,outeral,unknown,2
686,10.59.56.103,outeral,unknown,1
686,10.59.43.214,outeral,http,1
686,10.59.216.204,internal,mysql,1
686,10.59.43.85,internal,http,1
686,10.59.223.172,10.59.137.67,mysql,3
686,10.59.212.16,internal,http,44
686,internal,10.59.88.157,ssl,1
686,internal,10.59.171.118,http,1
686,10.59.21.10,outeral,http,222
686,10.59.81.213,outeral,http,1
686,10.59.216.202,outeral,ssl,1
686,10.59.148.45,outeral,http,1
686,10.59.253.157,10.59.20.51,ssl,1
686,10.59.253.157,10.59.20.51,http,1
686,10.59.207.110,outeral,ssh,1
686,internal,10.59.240.194,http,1
686,10.59.223.85,10.59.137.214,unknown,2
686,10.59.223.148,outeral,http,1
686,10.59.212.142,outeral,http,281
686,10.59.181.8,10.59.137.207,http,2
686,10.59.253.157,10.59.20.203,ssl,1
686,10.59.126.142,outeral,unknown,20
686,10.59.126.142,outeral,http,44
686,10.59.126.7,outeral,unknown,80
686,10.59.126.7,outeral,http,161
686,10.59.126.7,outeral,dns,2
686,10.59.126.7,outeral,ssl,12
686,10.59.126.118,outeral,http,2
686,10.59.174.170,internal,http_proxy,16
686,internal,10.59.253.122,http,1
686,internal,10.59.253.121,dce_rpc,1
686,internal,10.59.253.58,ssl,55
686,10.59.45.245,internal,http,351
686,10.59.223.85,internal,unknown,22
686,10.59.223.85,internal,http,389
686,10.59.45.122,internal,http,9
686,10.59.181.8,outeral,http,1
686,10.59.45.245,10.59.45.180,http_proxy,380
686,10.59.174.62,10.59.174.187,http_proxy,21
686,10.59.174.177,internal,http_proxy,13
686,internal,10.59.126.85,ftp_data,14
686,internal,10.59.126.85,ftp_control,18
686,10.59.126.7,10.59.180.13,ssl,15
686,internal,10.59.81.213,unknown,6
686,internal,10.59.81.213,http_proxy,28
686,internal,10.59.81.213,http,492
686,10.59.137.92,internal,ssh,1
686,internal,10.59.223.31,http,105
686,internal,10.59.137.109,http,1
686,10.59.181.77,outeral,http,2
686,internal,10.59.240.45,unknown,6
686,10.59.253.121,10.59.20.39,ssl,1
686,10.59.126.113,outeral,http,2
686,10.59.174.187,outeral,http,11
686,10.59.174.14,internal,http_proxy,29
686,10.59.126.220,outeral,unknown,8
686,10.59.126.220,outeral,http,25
686,10.59.174.245,10.59.174.187,http_proxy,45
686,10.59.174.29,internal,http_proxy,137
686,10.59.174.29,internal,ssh,1
686,10.59.120.177,outeral,http,1
686,10.59.137.72,10.59.137.255,mysql,52
686,10.59.174.29,10.59.174.187,http_proxy,44
686,internal,10.59.207.218,unknown,2
686,internal,10.59.207.218,http,3
686,10.59.179.124,internal,unknown,55
686,10.59.179.124,internal,http,14
686,10.59.179.124,internal,mysql,7
686,10.59.166.177,outeral,http,1
686,10.59.174.45,internal,http_proxy,21
686,internal,10.59.137.72,http,2
686,10.59.212.201,outeral,http,2
686,10.59.174.123,internal,http_proxy,22
686,internal,10.59.88.121,unknown,808
686,internal,10.59.88.121,ssl,1
686,10.59.207.194,internal,unknown,16
686,10.59.216.124,10.59.216.77,ssl,1
687,10.59.146.4,internal,mysql,1
687,10.59.253.58,outeral,http,1
687,internal,10.59.81.227,ssl,41
687,internal,10.59.81.227,http,3
687,internal,10.59.81.227,unknown,2
687,10.59.223.66,internal,unknown,3
687,10.59.223.66,internal,http,18
687,internal,10.59.56.221,ssl,1
687,internal,10.59.231.90,ssl,1
687,internal,10.59.223.223,http,2
687,internal,10.59.223.98,http,1
687,10.59.223.66,10.59.223.231,http,3
687,10.59.174.16,internal,http_proxy,20
687,10.59.36.66,outeral,http,2
687,10.59.174.245,10.59.174.170,http_proxy,11
687,10.59.126.30,outeral,http,1
687,10.59.174.2,internal,http_proxy,18
687,10.59.216.18,outeral,ssl,1
687,10.59.223.45,internal,ssh,1
687,internal,10.59.137.192,http,2
687,internal,10.59.216.254,unknown,16
687,internal,10.59.216.254,kerberos,31
687,internal,10.59.216.254,dce_rpc,7
687,internal,10.59.216.254,smb,11
687,internal,10.59.216.254,ldap,17
687,10.59.137.72,internal,http,226
687,10.59.253.121,10.59.20.136,ssl,1
687,10.59.253.121,10.59.20.136,http,1
687,internal,10.59.137.52,http,1
687,10.59.179.96,10.59.36.127,http,1
687,10.59.212.181,outeral,unknown,5
687,10.59.212.181,outeral,http,735
687,10.59.174.13,internal,http_proxy,20
687,10.59.166.201,outeral,http,2
687,10.59.45.43,10.59.207.218,http,49
687,10.59.174.220,internal,http_proxy,25
687,10.59.137.78,internal,unknown,2
687,10.59.137.78,internal,mysql,22
687,10.59.137.140,outeral,http,2
687,10.59.212.142,outeral,unknown,4
687,10.59.212.142,outeral,http,838
687,10.59.223.66,outeral,http,58
687,10.59.174.157,internal,http_proxy,15
687,10.59.216.147,outeral,ssl,1
687,internal,10.59.180.7,http,1
687,internal,10.59.180.7,mysql,1
687,10.59.36.162,outeral,http,2
687,10.59.45.139,outeral,http,2
687,10.59.223.186,10.59.137.117,mysql,3
687,10.59.216.204,outeral,ssl,2
687,internal,10.59.45.42,http,1
687,10.59.56.103,outeral,unknown,1
687,10.59.56.3,outeral,http,1
687,10.59.216.48,outeral,ssl,1
687,10.59.207.13,outeral,unknown,3
687,10.59.207.13,outeral,http,20
687,10.59.126.187,outeral,http,1
687,10.59.45.5,10.59.45.122,mysql,1
687,10.59.45.221,outeral,http_proxy,29
687,10.59.223.172,outeral,http,1
687,10.59.174.81,10.59.174.143,http_proxy,11
687,10.59.174.4,internal,http_proxy,14
687,10.59.181.185,10.59.253.170,unknown,1
687,10.59.181.185,10.59.253.170,http_proxy,1
687,internal,10.59.43.121,unknown,1
687,internal,10.59.43.121,http,9
687,10.59.126.75,outeral,unknown,2
687,10.59.126.75,outeral,http,14
687,10.59.36.96,10.59.81.157,ssl,2
687,10.59.223.66,10.59.223.19,http,8
687,10.59.174.201,internal,http_proxy,15
687,10.59.212.201,10.59.34.15,ftp_control,24
687,10.59.174.227,internal,http_proxy,21
687,10.59.21.10,internal,http,52
687,10.59.207.45,outeral,http,3
687,10.59.216.147,internal,mysql,1
687,internal,10.59.126.218,http,1
687,10.59.212.44,outeral,http,57
687,10.59.207.121,internal,ssh,1
687,10.59.22.149,outeral,whois-das,2
687,10.59.22.149,outeral,http,1
687,internal,10.59.223.66,unknown,2
687,internal,10.59.223.66,http,179
687,internal,10.59.88.194,ssl,4
687,10.59.181.62,10.59.180.205,ssh,1
687,10.59.174.29,10.59.174.143,http_proxy,7
687,10.59.216.204,internal,mysql,1
687,10.59.174.187,internal,http_proxy,19
687,10.59.253.157,10.59.20.14,ssl,1
687,10.59.253.157,10.59.20.14,http,1
687,10.59.174.62,10.59.174.143,http_proxy,12
687,10.59.43.118,outeral,unknown,8
687,10.59.43.118,outeral,http,27
687,10.59.126.171,outeral,http,2
687,10.59.179.30,outeral,http,2
687,10.59.253.121,10.59.20.92,http,2
687,10.59.253.121,10.59.20.92,smb,1
687,10.59.212.16,outeral,http,42
687,internal,10.59.126.199,unknown,1
687,internal,10.59.126.199,http,6
687,10.59.174.62,internal,http_proxy,136
687,internal,10.59.148.126,unknown,1
687,internal,10.59.148.126,ssl,5
687,10.59.231.201,internal,unknown,3
687,10.59.231.201,internal,http,3
687,10.59.253.157,10.59.20.191,http,1
687,10.59.126.129,outeral,http,1
687,10.59.253.157,10.59.20.92,http,1
687,10.59.179.124,outeral,unknown,235
687,10.59.179.124,outeral,http,722
687,10.59.179.124,outeral,ssl,117
687,10.59.179.124,outeral,mysql,8
687,10.59.181.62,outeral,http,1
687,10.59.174.126,internal,http_proxy,25
687,10.59.216.233,outeral,ssl,1
687,10.59.223.159,10.59.223.203,http,1
687,10.59.174.118,internal,http_proxy,21
687,internal,10.59.223.172,http,4
687,internal,10.59.229.118,http,1
687,internal,10.59.223.72,http,1
687,internal,10.59.174.62,unknown,1
687,internal,10.59.174.62,http,5
687,10.59.36.142,10.59.231.4,ssl,1
687,10.59.174.81,internal,http_proxy,126
687,10.59.216.92,internal,mysql,1
687,internal,10.59.137.235,http,2
687,10.59.126.124,outeral,http,1
687,10.59.212.201,10.59.22.82,ftp_control,69
687,10.59.174.110,internal,http_proxy,25
687,10.59.223.85,internal,unknown,21
687,10.59.223.85,internal,http,410
687,10.59.166.121,outeral,unknown,1
687,10.59.166.121,outeral,http,3
687,10.59.34.123,10.59.88.121,ssl,2
687,10.59.174.115,internal,http_proxy,22
687,10.59.255.220,internal,mysql,6
687,10.59.253.121,10.59.20.203,http,1
687,10.59.126.194,outeral,http,1
687,10.59.223.137,internal,ssh,1
687,10.59.223.66,10.59.223.26,unknown,13
687,10.59.223.66,10.59.223.26,http,271
687,internal,10.59.253.170,unknown,9
687,internal,10.59.253.170,http_proxy,56
687,internal,10.59.253.170,http_connect,19
687,internal,10.59.253.58,ssl,86
687,10.59.174.121,internal,http_proxy,20
687,10.59.126.143,outeral,unknown,1
687,10.59.231.16,10.59.55.125,telnet,1
687,internal,10.59.253.102,http,1
687,10.59.216.181,outeral,ssl,1
687,10.59.174.218,internal,http_proxy,24
687,10.59.174.75,internal,http_proxy,19
687,internal,10.59.179.8,mysql,50
687,10.59.126.122,outeral,http,1
687,internal,10.59.253.42,http,11
687,10.59.36.81,outeral,http,1
687,internal,10.59.253.48,http,98
687,10.59.146.157,internal,http_proxy,17
687,10.59.174.245,internal,http_proxy,143
687,10.59.207.218,outeral,http,1
687,internal,10.59.223.221,http,1
687,10.59.223.16,outeral,http,1
687,internal,10.59.223.186,http,1
687,10.59.174.29,outeral,http_proxy,16
687,10.59.212.201,outeral,unknown,8
687,10.59.212.201,outeral,http,73
687,10.59.207.218,internal,unknown,1
687,internal,10.59.81.153,smb,12
687,10.59.174.29,10.59.174.170,http_proxy,38
687,10.59.174.245,10.59.174.143,http_proxy,11
687,10.59.216.185,internal,mysql,1
687,10.59.174.224,internal,http_proxy,20
687,internal,10.59.22.142,http,1
687,10.59.216.72,outeral,ssl,1
687,10.59.216.210,10.59.216.145,http,1
687,internal,10.59.45.139,http,2
687,10.59.36.246,10.59.216.220,ssl,1
687,10.59.181.51,outeral,ssl,1
687,10.59.137.187,10.59.223.66,http,3
687,10.59.137.187,10.59.223.66,mysql,2
687,10.59.21.10,outeral,http,40
687,10.59.36.246,10.59.216.118,ssl,1
687,10.59.223.186,10.59.137.76,redis,1
687,internal,10.59.253.30,http,60
687,10.59.223.137,10.59.88.121,ssl,1
687,internal,10.59.45.122,http,2
687,10.59.174.228,internal,http_proxy,13
687,10.59.181.107,outeral,http,2
687,10.59.253.177,outeral,dns,1
687,internal,10.59.255.110,http,4
687,10.59.45.188,internal,http,1
687,10.59.126.7,10.59.126.220,http,1
687,internal,10.59.240.177,unknown,2
687,internal,10.59.216.183,unknown,3
687,internal,10.59.216.183,http,1
687,10.59.174.62,10.59.174.170,http_proxy,11
687,10.59.174.194,internal,ssh,10
687,10.59.216.225,outeral,ssl,1
687,10.59.216.119,outeral,ssl,1
687,10.59.137.131,internal,ssh,1
687,10.59.137.86,internal,http,1
687,10.59.126.247,outeral,unknown,1
687,10.59.207.75,internal,http,1
687,10.59.137.72,outeral,http,5
687,internal,10.59.180.13,ssl,7
687,10.59.216.239,internal,unknown,1
687,10.59.174.62,outeral,http,1
687,10.59.207.16,outeral,http,28
687,10.59.181.79,10.59.180.205,ssh,1
687,10.59.126.82,outeral,unknown,1
687,10.59.126.82,outeral,http,2
687,internal,10.59.253.157,dce_rpc,26
687,internal,10.59.253.157,smb,30
687,10.59.22.149,internal,unknown,1
687,10.59.223.172,10.59.137.67,mysql,1
687,10.59.212.16,internal,http,49
687,10.59.174.143,internal,http_proxy,22
687,10.59.223.12,internal,unknown,4
687,10.59.223.12,internal,redis,1
687,internal,10.59.240.194,postgresql,1
687,internal,10.59.240.194,http,7
687,10.59.223.85,10.59.137.214,unknown,1
687,10.59.166.177,outeral,unknown,6
687,10.59.166.177,outeral,ssl,1
687,10.59.216.85,outeral,ssl,2
687,10.59.253.123,outeral,dns,1
687,10.59.174.187,outeral,http,10
687,10.59.126.7,outeral,unknown,12
687,10.59.126.7,outeral,http,36
687,10.59.126.7,outeral,dns,1
687,10.59.126.7,outeral,ssl,3
687,internal,10.59.253.128,http,1
687,10.59.253.58,internal,unknown,1
687,10.59.253.58,internal,http,5
687,10.59.253.58,internal,ssh,2
687,10.59.253.121,10.59.20.51,http,1
687,10.59.174.170,internal,http_proxy,26
687,10.59.126.4,outeral,http,2
687,internal,10.59.253.121,dce_rpc,1
687,10.59.181.247,outeral,http,1
687,10.59.216.234,internal,mysql,1
687,10.59.45.245,internal,http,326
687,10.59.45.122,internal,http,12
687,10.59.216.208,outeral,ssl,1
687,10.59.45.245,10.59.45.180,http_proxy,280
687,10.59.174.62,10.59.174.187,http_proxy,24
687,10.59.174.177,internal,http_proxy,23
687,internal,10.59.126.85,ftp_data,17
687,internal,10.59.126.85,ftp_control,16
687,internal,10.59.81.213,unknown,4
687,internal,10.59.81.213,http_proxy,23
687,internal,10.59.81.213,http,447
687,internal,10.59.223.31,http,113
687,10.59.126.113,outeral,unknown,1
687,10.59.126.142,outeral,unknown,5
687,10.59.126.142,outeral,http,7
687,10.59.174.14,internal,http_proxy,20
687,10.59.126.220,outeral,unknown,2
687,10.59.126.220,outeral,http,1
687,10.59.174.245,10.59.174.187,http_proxy,48
687,10.59.174.29,internal,http_proxy,136
687,10.59.174.29,internal,ssh,4
687,internal,10.59.223.255,http,1
687,10.59.120.177,outeral,unknown,2
687,10.59.120.177,outeral,http,1
687,10.59.253.157,10.59.20.39,http,1
687,10.59.137.72,10.59.137.255,mysql,61
687,10.59.174.29,10.59.174.187,http_proxy,46
687,internal,10.59.207.218,unknown,1
687,10.59.179.124,internal,unknown,388
687,10.59.179.124,internal,rsync,4
687,10.59.179.124,internal,http,32
687,10.59.179.124,internal,mysql,82
687,10.59.126.199,outeral,http,1
687,10.59.207.218,10.59.58.228,ssl,7
687,10.59.174.45,internal,http_proxy,20
687,10.59.180.88,10.59.174.152,mysql,1
687,internal,10.59.137.72,http,2
687,10.59.179.51,internal,unknown,1
687,10.59.174.123,internal,http_proxy,18
687,internal,10.59.88.121,unknown,1651
687,internal,10.59.88.121,ssl,12
687,10.59.216.167,internal,mysql,1
687,10.59.137.151,internal,http,9
687,10.59.148.45,internal,smb,1
687,10.59.45.65,10.59.58.228,ssl,1
688,internal,10.59.81.227,ssl,28
688,internal,10.59.81.227,http,1
688,internal,10.59.81.227,unknown,1
688,10.59.223.66,internal,unknown,3
688,10.59.223.66,internal,http,24
688,internal,10.59.22.194,http,7
688,10.59.223.231,outeral,http,1
688,10.59.253.157,10.59.20.39,http,1
688,10.59.174.16,internal,http_proxy,15
688,internal,10.59.229.220,unknown,1
688,internal,10.59.229.220,http,3
688,10.59.174.245,10.59.174.170,http_proxy,18
688,10.59.21.85,10.59.253.170,http_proxy,1
688,10.59.21.10,10.59.223.66,http,20
688,10.59.174.2,internal,http_proxy,18
688,10.59.180.88,10.59.174.152,mysql,1
688,internal,10.59.253.121,smb,1
688,internal,10.59.137.192,http,4
688,internal,10.59.216.254,dce_rpc,12
688,internal,10.59.216.254,unknown,10
688,internal,10.59.216.254,kerberos,10
688,internal,10.59.216.254,dns,1
688,internal,10.59.216.254,ldap,9
688,internal,10.59.216.254,smb,13
688,internal,10.59.253.41,http,2
688,10.59.137.72,internal,http,213
688,10.59.223.45,outeral,http,1
688,10.59.126.124,outeral,http,11
688,10.59.216.18,internal,mysql,1
688,internal,10.59.137.52,http,2
688,10.59.126.152,outeral,unknown,1
688,10.59.126.152,outeral,http,3
688,10.59.212.181,outeral,http,165
688,10.59.174.13,internal,http_proxy,15
688,10.59.45.43,10.59.207.218,http,39
688,10.59.174.220,internal,http_proxy,27
688,10.59.137.78,internal,unknown,1
688,10.59.137.78,internal,mysql,15
688,10.59.223.66,10.59.223.231,http,1
688,10.59.223.85,internal,unknown,16
688,10.59.223.85,internal,http,396
688,10.59.223.250,10.59.223.186,http,1
688,10.59.223.66,outeral,unknown,3
688,10.59.223.66,outeral,http,32
688,10.59.174.157,internal,http_proxy,20
688,internal,10.59.137.216,ssl,1
688,10.59.36.162,outeral,http,1
688,10.59.216.204,outeral,ssl,2
688,10.59.216.48,outeral,ssl,1
688,10.59.207.13,outeral,unknown,2
688,10.59.207.13,outeral,http,23
688,10.59.126.187,outeral,http,11
688,10.59.253.121,10.59.20.14,ssl,1
688,10.59.45.5,10.59.45.122,mysql,3
688,10.59.43.199,internal,http,1
688,10.59.45.221,outeral,http_proxy,27
688,10.59.174.81,10.59.174.143,http_proxy,14
688,10.59.174.4,internal,http_proxy,22
688,internal,10.59.43.121,http,32
688,internal,10.59.253.218,http,1
688,10.59.126.75,outeral,unknown,9
688,10.59.126.75,outeral,http,30
688,10.59.36.66,outeral,http,3
688,10.59.223.66,10.59.223.19,http,3
688,10.59.174.201,internal,http_proxy,16
688,10.59.212.201,10.59.34.15,ftp_control,27
688,10.59.174.227,internal,http_proxy,22
688,10.59.21.10,internal,unknown,1
688,10.59.21.10,internal,http,101
688,10.59.207.45,outeral,http,1
688,10.59.223.252,internal,ssh,1
